,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.45,0.47,0.07,0.36,0.54
google-gears.csv,0.54,0.86,0.59,0.64,0.06
httpcontentparser.csv,0.96,0.1,1.03,0.94,0.89
qse.csv,0.5,0.61,0.54,0.03,0.57
xmemcached.csv,0.04,0.6,0.69,0.65,0.68
