,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,1.0
ikvm.csv,0.0,0.0,72.0,3.0,1.0,2.0,0.0,8.0,61.0,6.0,2.0
libtorrent.csv,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,21.0,5.0,0.0
mcmc-jags.csv,0.0,0.0,9.0,0.0,0.0,2.0,0.0,4.0,6.0,2.0,2.0
moast.csv,0.0,3.0,54.0,0.0,1.0,2.0,1.0,9.0,61.0,3.0,0.0
olap-navigator.csv,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,19.0,2.0,1.0
pidgin.csv,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
salasaga.csv,1.0,0.0,74.0,5.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0
sepgsql.csv,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
sigil.csv,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0
xtreemfs.csv,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
