,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.84,0.23,0.19,0.67,0.26,0.75,0.27,0.63,0.43,0.88,0.4
ikvm.csv,0.46,0.86,0.52,0.33,0.48,0.25,0.72,0.35,0.96,0.34,0.29
libtorrent.csv,0.93,0.59,0.96,0.6,0.94,0.9,0.71,0.94,0.68,0.95,0.99
mcmc-jags.csv,0.59,0.64,0.41,0.93,0.73,0.55,0.76,0.87,0.43,0.9,0.97
moast.csv,0.28,0.36,1.0,1.0,1.0,1.0,0.45,1.0,1.0,0.62,0.97
olap-navigator.csv,0.84,0.36,0.85,0.53,0.66,0.85,0.38,0.94,0.61,0.87,1.0
pidgin.csv,0.46,0.45,0.93,0.2,0.71,0.8,0.41,0.67,0.86,0.79,0.66
salasaga.csv,0.57,0.68,0.33,0.67,0.54,0.55,0.41,0.37,0.75,0.93,0.21
sepgsql.csv,0.57,0.36,0.81,0.2,0.61,0.55,0.33,0.71,0.46,0.75,0.98
sigil.csv,0.9,0.73,0.22,0.33,0.41,0.3,0.73,0.83,0.32,0.95,1.0
xtreemfs.csv,0.57,0.45,0.78,0.27,0.62,0.6,0.43,0.69,0.5,0.83,0.85
