,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,96.5,99.0,196.5,0.0,1159.5,269.5,90.5,882.0,0.0,329.0,98.5,197.0,924.0,98.5,98.5,89.5,98.5,97.5,4408.5
boost.csv,96.5,98.5,294.0,194.0,1725.0,619.5,97.5,482.5,94.5,98.5,91.5,286.5,1398.5,98.5,97.5,91.5,93.5,97.5,557.5
codepurge.csv,91.5,99.0,93.5,389.0,189.0,197.0,97.5,290.5,191.0,98.5,98.5,272.5,1055.5,98.5,97.5,186.0,92.5,97.5,2582.5
elateportal.csv,185.0,99.0,195.0,389.0,189.0,98.5,296.5,393.0,585.5,94.5,96.5,480.5,1398.0,289.5,456.5,89.5,98.5,97.5,3508.0
etics.csv,96.5,98.5,195.0,487.5,148.5,416.0,91.5,292.5,94.5,191.0,91.5,179.0,1378.5,192.0,97.5,91.5,93.5,97.5,182.0
factor.csv,189.0,99.0,97.5,584.0,411.0,519.5,197.5,195.0,390.5,248.5,94.5,185.0,747.0,82.5,182.0,84.5,98.5,82.5,945.5
gusanos.csv,96.5,369.0,96.5,292.5,93.5,366.0,97.5,981.5,94.5,154.0,96.5,295.5,1021.0,98.5,362.0,186.0,0.0,97.5,6197.0
kvs.csv,96.5,99.0,89.5,143.0,236.5,272.5,432.5,783.5,372.0,98.5,91.5,387.0,65.5,289.5,505.5,284.5,105.5,625.5,6565.5
lcfizvtop.csv,96.5,98.5,195.0,584.0,93.5,98.5,98.5,884.0,585.5,190.0,96.5,288.5,1868.0,98.5,456.5,186.0,93.5,97.5,4657.0
mcore3d.csv,96.5,98.5,295.0,194.0,1159.5,368.0,98.5,679.0,94.5,98.5,89.5,295.5,910.0,98.5,97.5,5.5,98.5,172.0,1315.5
modellus.csv,96.5,98.5,195.0,487.5,170.5,538.5,97.5,587.0,292.0,440.5,94.5,98.5,1384.5,98.5,97.5,84.5,93.5,97.5,182.0
modplug.csv,96.5,98.5,294.0,584.0,192.5,1094.0,296.5,981.5,289.5,191.0,98.5,295.5,1198.5,98.5,98.5,285.0,98.5,97.5,6786.5
passwordsafe.csv,96.5,98.5,195.0,487.5,412.5,684.5,97.5,785.5,193.5,286.5,98.5,197.0,1581.5,98.5,98.5,91.5,98.5,97.5,1139.5
pixel-commandos.csv,96.5,98.5,184.5,92.5,714.5,442.0,0.0,157.5,50.5,94.5,77.5,186.0,1456.0,94.5,98.5,0.0,69.5,0.0,2274.0
projecteqemu.csv,189.0,98.5,97.5,389.0,110.5,399.0,91.5,96.5,192.5,94.5,96.5,197.0,1036.5,98.5,97.5,14.5,82.5,97.5,183.0
pydev.csv,96.5,98.5,195.5,191.0,575.0,269.5,171.0,583.5,94.5,98.5,98.5,283.5,680.0,98.5,98.5,91.5,93.5,97.5,667.0
sandiaportals.csv,96.5,98.5,294.0,584.0,499.0,563.5,296.5,688.5,292.0,191.0,96.5,197.0,1099.0,98.5,98.5,80.5,98.5,97.5,649.0
uwom.csv,93.5,98.5,97.5,487.5,205.5,197.0,97.5,490.0,93.5,191.0,98.5,197.0,603.0,98.5,97.5,91.5,0.0,97.5,948.5
xbplayer.csv,81.5,99.0,92.5,385.0,27.0,353.5,187.0,585.5,94.5,183.0,94.5,385.0,648.5,98.5,97.5,186.0,92.5,97.5,467.0
