,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.44,0.5,0.69,1.0,0.83,0.66,0.92,0.87,1.0,0.65,0.69,0.58,0.71,0.67,0.31,0.57,1.0,0.63,0.32
boost.csv,0.49,0.54,0.6,0.39,0.75,0.78,0.48,0.45,0.57,0.63,0.7,0.62,0.62,0.63,0.39,0.93,0.58,0.72,0.57
codepurge.csv,0.56,0.63,0.64,0.6,0.64,0.53,0.64,0.72,0.45,0.55,0.94,0.67,0.39,0.6,0.53,0.86,0.77,1.0,0.79
elateportal.csv,0.83,0.6,0.67,0.74,0.81,0.63,0.83,0.65,0.78,0.58,0.9,0.94,0.78,0.68,1.04,0.05,0.79,0.54,0.66
etics.csv,0.35,0.67,0.62,0.44,0.85,0.77,0.49,0.61,0.49,0.4,0.47,0.78,0.73,0.62,0.29,0.95,0.49,0.52,0.46
factor.csv,1.0,0.89,0.68,0.61,0.9,0.67,0.58,0.73,0.68,0.9,0.89,0.91,0.78,0.9,0.81,0.66,0.72,0.19,0.63
gusanos.csv,0.57,0.62,0.84,0.76,0.7,0.57,0.6,0.76,0.32,0.9,0.87,0.56,0.7,0.7,0.81,0.55,1.0,0.68,0.68
kvs.csv,0.58,0.64,0.91,0.87,0.35,0.93,0.94,0.7,0.85,0.73,0.69,0.67,0.96,0.77,1.01,0.85,1.01,1.15,0.92
lcfizvtop.csv,0.76,0.73,0.59,0.96,0.67,0.27,0.5,0.93,1.0,0.82,0.65,0.66,0.99,0.56,1.06,0.3,0.65,0.97,0.85
mcore3d.csv,0.7,0.62,0.48,0.51,0.75,0.63,0.73,0.81,0.61,0.61,0.64,0.44,0.6,0.56,0.5,0.98,0.52,0.91,0.54
modellus.csv,0.55,0.67,0.57,0.56,0.9,0.86,0.31,0.58,0.54,0.74,0.6,0.65,0.74,0.58,0.3,0.95,0.4,0.9,0.47
modplug.csv,0.89,0.77,0.86,0.82,0.74,0.74,0.69,0.75,0.61,0.87,0.3,0.91,0.82,0.76,0.62,0.67,0.46,0.52,0.86
passwordsafe.csv,0.88,0.64,0.75,0.52,0.79,0.74,0.48,0.74,0.63,0.47,0.33,0.71,0.72,0.36,0.37,1.01,0.67,0.34,0.3
pixel-commandos.csv,0.68,0.7,0.8,0.77,1.01,1.01,1.0,0.93,0.99,0.51,0.81,0.83,0.86,0.66,0.04,1.0,0.92,1.0,0.81
projecteqemu.csv,0.57,0.64,0.61,0.62,0.9,0.84,0.63,0.64,0.62,0.42,0.47,0.89,0.7,0.48,0.51,0.98,0.68,0.96,0.48
pydev.csv,0.42,0.6,0.7,0.63,0.62,0.58,0.8,0.73,0.75,0.57,0.45,0.5,0.65,0.56,0.23,0.92,0.65,0.73,0.5
sandiaportals.csv,0.8,0.62,0.7,0.66,0.86,0.51,0.75,0.6,0.53,0.69,0.45,0.88,0.78,0.57,0.42,0.84,0.29,0.34,0.72
uwom.csv,0.44,0.68,0.59,0.65,0.95,0.74,0.47,0.55,0.83,0.65,0.42,0.61,0.88,0.41,0.53,0.95,1.0,0.62,0.31
xbplayer.csv,0.62,0.62,0.64,0.43,0.85,0.75,0.56,0.56,0.58,0.54,0.76,0.68,0.55,0.58,0.37,0.78,0.58,0.8,0.55
