,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fluent-nhibernate.csv,0.37,0.05,0.22,0.0,0.21,0.2,0.97
geogebra.csv,0.18,0.04,0.34,0.05,0.39,0.94,0.41
hibernate.csv,0.3,0.12,0.06,0.07,0.97,0.41,0.27
jasperreports.csv,0.1,0.1,0.94,0.07,0.23,0.21,0.43
kvs.csv,0.95,0.19,0.4,0.0,0.36,0.34,0.15
phet.csv,0.35,0.97,0.03,0.07,0.32,0.22,0.06
