,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluent-nhibernate.csv,0.14,0.07,0.05,0.07,0.12,0.09,0.0
geogebra.csv,0.0,0.14,0.16,0.77,0.79,0.01,0.18
hibernate.csv,0.42,0.34,0.8,0.23,0.0,0.3,0.24
jasperreports.csv,0.0,0.11,0.0,0.21,0.2,0.07,0.03
kvs.csv,0.01,0.46,0.09,0.11,0.24,0.31,0.33
phet.csv,0.79,0.0,0.26,0.23,0.69,0.65,0.5
