,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.0
fluent-nhibernate.csv,0.89,0.94,0.96,0.86,0.99,0.97,0.94
geogebra.csv,0.5,0.97,0.63,0.41,0.54,0.76,0.64
hibernate.csv,0.66,0.67,0.57,0.84,0.74,0.61,0.73
jasperreports.csv,0.0,0.97,0.96,0.87,0.96,0.97,0.91
kvs.csv,0.8,0.5,0.98,0.91,0.71,0.65,0.89
phet.csv,0.45,0.98,0.96,0.92,0.63,0.57,0.78
