,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.7,0.53,0.0,0.68,0.77,0.62,0.82,0.83,0.67,0.25,0.62,0.54
miranda-icq.csv,0.87,0.79,0.93,1.1,0.55,0.79,0.73,0.57,0.06,1.15,0.79,0.84
pclasses.csv,0.36,0.75,1.0,0.67,1.0,1.0,1.0,0.96,0.94,0.9,0.82,1.02
pfaedit.csv,0.82,0.5,0.76,0.75,0.04,0.94,0.75,0.78,0.65,0.62,0.66,0.64
rockbox.csv,0.78,0.71,0.59,1.03,0.61,0.95,0.69,0.72,0.67,0.69,0.67,0.0
theresa.csv,1.0,1.0,1.0,0.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0
thrust.csv,1.03,0.99,0.93,1.03,0.64,0.12,0.95,0.68,0.82,0.87,0.81,0.93
tktoolkit.csv,0.84,0.87,0.95,0.22,0.92,0.46,0.72,0.09,0.8,1.12,0.8,0.66
trinitycore.csv,0.83,0.97,0.95,0.36,0.6,1.0,0.87,0.87,0.83,0.89,0.07,0.84
tzod.csv,0.39,0.07,0.54,1.12,0.53,0.91,0.65,0.66,0.73,0.4,0.68,0.66
yaprm.csv,0.57,0.79,0.97,1.06,0.54,0.69,0.06,0.83,0.87,1.17,0.75,0.75
