,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.54,0.44,0.0,0.68,0.77,0.4,0.74,0.82,0.63,0.0,0.54,0.53
miranda-icq.csv,0.48,0.27,0.03,0.46,0.11,0.53,0.34,0.3,0.01,1.0,0.31,0.06
pclasses.csv,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.0,0.05,0.5
pfaedit.csv,0.05,0.29,0.0,0.34,0.0,0.06,0.55,0.7,0.34,0.0,0.3,0.09
rockbox.csv,0.29,0.48,0.48,0.26,0.06,0.15,0.39,0.57,0.44,0.0,0.53,0.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.23,0.21,0.41,0.24,0.46,0.02,0.05,0.17,0.16,0.0,0.2,0.25
tktoolkit.csv,0.43,0.31,0.0,0.22,0.6,0.21,0.24,0.0,0.27,1.0,0.25,0.31
trinitycore.csv,0.11,0.08,0.03,0.14,0.43,0.09,0.11,0.06,0.19,0.0,0.0,0.06
tzod.csv,0.14,0.0,0.45,0.5,0.49,0.21,0.37,0.64,0.63,0.0,0.27,0.31
yaprm.csv,0.5,0.42,0.86,0.36,0.31,0.55,0.03,0.75,0.37,1.0,0.53,0.41
