,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,97.5,289.5,92.5,837.5,93.5,358.0,297.0,96.5,385.5,196.5,97.5,243.5
blue-c.csv,97.5,485.5,99.0,1230.5,197.5,914.5,297.0,96.5,673.0,196.5,97.5,97.5
cities3d.csv,97.5,485.5,99.0,93.5,75.5,0.0,578.0,96.5,286.5,78.5,92.5,0.0
dynalloy.csv,95.5,485.5,99.0,1380.5,98.5,1271.5,297.0,93.5,674.0,196.5,97.5,188.0
firebird.csv,95.5,193.0,99.0,889.5,98.5,554.5,297.0,96.5,280.5,196.5,97.5,97.5
hydrogen.csv,97.5,485.5,99.0,198.0,197.5,1915.0,297.0,96.5,284.0,0.0,88.5,97.5
nosleepsoftware.csv,97.5,74.5,98.5,190.0,199.5,94.5,547.0,120.0,0.0,52.5,233.5,255.5
openmalaria.csv,97.5,389.0,99.0,190.0,98.5,358.0,198.0,96.5,385.5,97.5,97.5,97.5
popeye-chess.csv,97.5,389.0,99.0,93.5,98.5,263.5,99.0,96.5,381.0,188.0,97.5,97.5
qgo.csv,97.5,95.5,99.0,197.5,98.5,1817.5,297.0,96.5,575.5,196.5,97.5,97.5
xmoto.csv,139.5,292.5,99.0,93.5,191.0,223.5,198.0,96.5,476.5,292.0,97.5,97.5
yield.csv,97.5,485.5,99.0,93.5,98.5,643.0,297.0,96.5,385.5,196.5,97.5,97.5
