,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.01,0.61,0.59,0.55,0.77,0.65,0.81,0.62,0.74,0.58
clamav.csv,0.52,0.57,0.56,0.84,0.54,0.88,1.0,0.05,0.75,0.69
dvd-create.csv,0.8,0.71,0.65,0.59,0.03,0.68,0.61,0.54,0.78,0.51
gbif-indexingtoolkit.csv,0.86,1.01,0.86,1.02,0.91,0.0,0.83,0.76,0.59,0.66
go.csv,0.79,0.79,0.01,0.61,0.51,0.76,0.8,0.63,0.94,0.65
kwave.csv,0.64,0.69,0.64,0.06,0.66,0.66,0.92,0.83,0.85,0.43
libarchive.csv,0.55,0.55,0.48,0.8,0.72,0.72,0.44,0.91,0.59,0.06
liferea.csv,0.62,0.0,0.61,0.89,0.74,0.62,1.0,0.87,0.69,0.66
linux-ntfs.csv,0.62,0.57,0.59,0.67,0.62,0.54,0.96,0.76,0.08,0.61
mpgravity.csv,0.63,0.68,0.6,0.9,0.84,0.62,0.0,0.8,0.68,0.67
