,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.0,0.45,0.67,0.76,0.44,0.54,0.98,0.86,0.88,0.64,1.0,0.65
crisscross.csv,1.0,1.0,0.27,0.67,0.33,0.91,0.9,0.95,0.55,1.0,0.76,0.98
gabel.csv,0.0,0.11,0.52,0.14,0.0,0.23,0.27,0.23,0.25,0.08,0.5,0.28
jguard.csv,1.0,1.0,0.89,0.9,1.0,0.82,0.83,0.29,0.88,0.93,0.86,0.72
jitterbit.csv,0.0,0.0,0.56,0.33,0.11,0.2,0.71,0.34,0.96,0.37,0.88,0.47
mycila.csv,1.0,0.59,0.8,0.43,0.72,0.55,0.71,0.36,0.48,0.86,0.24,0.42
nova.csv,1.0,0.23,0.56,0.48,0.67,0.7,0.49,0.23,0.47,0.25,0.57,0.48
ontomorphtab.csv,0.0,0.41,0.28,0.24,0.61,0.6,0.78,0.55,0.5,0.37,0.76,0.5
tmva.csv,0.0,0.39,1.0,0.76,1.0,0.66,0.88,0.46,0.82,0.36,0.95,0.32
vienna-add-in.csv,0.0,0.45,0.67,0.62,0.33,0.67,0.39,0.45,0.37,0.42,0.64,0.53
vrjuggler.csv,0.0,0.3,0.36,0.67,0.39,0.33,0.8,0.48,0.55,0.32,0.55,0.4
wpdev.csv,0.0,0.64,0.56,0.86,0.61,0.94,0.98,1.0,1.0,0.83,1.0,1.0
