,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,99.0,195.0,96.5,98.5,194.0,584.0,307.0,294.0,97.5,98.5,191.5,1079.0,1625.5,585.5,190.0,96.5,98.5,81.5,98.5,98.5
badtrinity-zero.csv,98.5,0.0,91.5,99.0,196.5,0.0,1159.5,589.5,97.5,98.5,487.0,882.0,563.5,0.0,159.0,98.5,98.5,0.0,98.5,98.5
boost.csv,99.0,191.0,96.5,98.5,294.0,194.0,1880.0,96.5,97.5,98.5,194.5,482.5,3433.0,94.5,98.5,91.5,98.5,98.5,98.5,98.5
critterding.csv,99.0,91.5,96.5,99.0,386.5,582.0,1246.5,1280.0,97.5,197.5,579.5,1079.0,6964.5,388.5,197.5,96.5,98.5,98.5,98.5,98.5
enzo.csv,99.0,195.0,96.5,99.0,392.5,291.5,1258.5,687.5,97.5,98.5,487.0,980.5,4184.0,388.5,197.5,98.5,98.5,98.5,98.5,98.5
etics.csv,99.0,189.0,96.5,98.5,294.0,487.5,793.5,97.5,97.5,98.5,194.5,686.0,4268.0,94.5,191.0,94.5,98.5,98.5,98.5,98.5
fmri-dmt.csv,99.0,97.5,96.5,99.0,195.0,584.0,2165.0,1181.5,93.5,284.0,95.5,881.5,5334.5,488.0,538.5,98.5,93.5,96.5,98.5,191.0
genecys.csv,99.0,97.5,189.0,99.0,196.0,388.0,189.0,1084.0,97.5,197.5,480.5,389.0,4674.5,585.5,197.5,98.5,98.5,98.5,98.5,289.5
gusanos.csv,99.0,195.0,96.5,369.0,96.5,487.5,93.5,292.0,97.5,98.5,95.5,981.5,1058.0,94.5,154.0,96.5,98.5,0.0,98.5,98.5
kftpgrabber.csv,36.5,91.5,81.5,98.5,194.0,389.0,23.0,189.0,97.5,98.5,226.5,95.5,1326.5,94.5,94.5,91.5,98.5,87.5,451.5,94.5
kvs.csv,99.0,273.5,96.5,99.0,89.5,92.5,236.5,586.5,78.0,192.0,479.5,585.5,1213.5,191.0,98.5,91.5,96.5,98.5,98.5,288.5
mcore3d.csv,1755.5,283.5,96.5,99.0,377.5,291.5,1258.5,294.5,95.5,98.5,194.5,191.0,3202.5,94.5,98.5,91.5,98.5,91.5,98.5,98.5
modplug.csv,99.0,195.0,96.5,99.0,294.0,584.0,192.5,392.0,97.5,98.5,487.0,981.5,7505.5,191.0,197.5,98.5,98.5,98.5,98.5,98.5
monetdb.csv,97.5,97.5,81.5,98.5,293.0,92.5,422.0,97.5,97.5,98.5,290.0,687.0,2248.0,93.5,94.5,96.5,93.5,81.5,98.5,98.5
ogrehg.csv,98.5,91.5,96.5,99.0,194.0,389.0,592.0,97.5,97.5,98.5,683.0,486.5,2072.5,94.5,191.0,98.5,98.5,98.5,98.5,98.5
passwordsafe.csv,98.5,91.5,96.5,98.5,294.0,390.0,327.0,293.5,95.5,98.5,290.0,785.5,2737.0,193.5,191.0,96.5,98.5,98.5,98.5,98.5
projecteqemu.csv,99.0,91.5,96.5,98.5,195.0,389.0,137.0,196.0,97.5,98.5,420.5,191.0,1453.0,193.5,191.0,91.5,98.5,98.5,98.5,98.5
quarkplayer.csv,99.0,168.0,96.5,193.0,194.0,288.5,1396.5,685.5,59.5,340.0,1160.5,483.5,1395.5,93.5,197.5,98.5,98.5,98.5,191.0,153.0
reactos-mirror.csv,99.0,97.5,96.5,98.5,194.0,486.5,756.0,984.5,97.5,98.5,194.5,585.5,4049.0,388.5,286.5,98.5,98.5,98.5,98.5,98.5
xbplayer.csv,197.5,93.5,81.5,99.0,92.5,292.5,294.5,95.5,97.5,98.5,431.5,585.5,3038.0,191.0,286.5,94.5,98.5,87.5,98.5,98.5
