,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.15,0.54,0.54,0.12,0.35,0.47,0.43,0.29,0.67,0.55,0.3
google-gears.csv,0.57,0.63,0.65,0.49,0.21,0.37,0.75,0.77,0.63,0.42,0.71
grafx2.csv,0.52,0.76,0.44,0.41,0.21,0.48,0.62,0.57,0.58,0.57,0.7
kmess.csv,0.29,0.09,0.38,0.1,0.25,0.15,0.71,0.11,0.54,0.3,0.24
megameknet.csv,0.6,0.69,0.64,0.47,0.18,0.49,0.64,0.77,0.51,0.5,0.7
minig.csv,0.71,0.67,0.41,0.67,0.15,0.35,0.64,0.75,0.16,0.52,0.49
ns-3.csv,0.71,0.69,0.66,0.46,0.2,0.48,0.72,0.6,0.15,0.4,0.7
omseek.csv,0.3,0.0,0.22,0.38,0.4,0.25,0.35,0.24,0.51,0.47,0.16
quickfast.csv,0.77,0.69,0.62,0.58,0.2,0.39,0.74,0.77,0.24,0.52,0.8
sylpheed-claws.csv,0.8,0.69,0.69,0.58,0.2,0.41,0.76,0.86,0.63,0.52,0.75
xamj.csv,0.7,0.66,0.65,0.51,0.21,0.37,0.67,0.75,0.55,0.62,0.69
