,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.39,0.45,0.74,0.17,0.39
nabu-library.csv,0.12,0.21,0.62,0.28,0.83
pcgen.csv,0.24,0.65,0.3,0.09,0.0
selenium.csv,0.68,0.48,0.56,0.7,0.34
tolven.csv,0.52,0.63,0.0,0.77,0.02
