,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,7.0,0.0,1.0,21.0,1.0,0.0,61.0,86.0,3.0,7.0,0.0,103.0,7.0
emulemorph.csv,108.0,355.0,158.0,169.0,92.0,60.0,61.0,86.0,109.0,58.0,161.0,103.0,69.0
gisgraphy.csv,108.0,0.0,4.0,17.0,3.0,1.0,44.0,0.0,14.0,12.0,0.0,103.0,0.0
jaxen.csv,6.0,0.0,5.0,169.0,9.0,0.0,61.0,86.0,60.0,13.0,0.0,103.0,0.0
jvcl.csv,108.0,355.0,158.0,169.0,92.0,60.0,61.0,86.0,109.0,58.0,161.0,103.0,69.0
m-m-m.csv,4.0,0.0,9.0,23.0,15.0,0.0,61.0,69.0,20.0,13.0,0.0,55.0,1.0
motu.csv,3.0,10.0,4.0,20.0,15.0,0.0,61.0,57.0,24.0,0.0,0.0,103.0,1.0
nh3d.csv,108.0,355.0,158.0,169.0,92.0,60.0,61.0,86.0,109.0,58.0,161.0,103.0,69.0
sarasvati.csv,108.0,355.0,158.0,169.0,92.0,60.0,61.0,86.0,109.0,58.0,161.0,103.0,69.0
wgs-assembler.csv,1.0,58.0,9.0,6.0,3.0,0.0,61.0,86.0,17.0,0.0,0.0,103.0,69.0
zabbix.csv,4.0,355.0,9.0,26.0,3.0,0.0,61.0,24.0,2.0,7.0,0.0,103.0,1.0
