,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.5,1.0,0.33,0.53,0.4,0.33,0.37,0.13,0.81
gdis.csv,0.7,0.33,0.25,0.52,0.55,0.17,0.28,0.18,0.97
kml.csv,0.72,0.46,0.33,0.68,1.0,0.11,0.39,0.29,0.94
ppcboot.csv,0.82,0.3,0.21,0.97,0.62,0.07,0.43,0.23,1.0
repositorium.csv,0.44,0.27,0.17,0.45,0.38,1.0,0.39,0.16,0.84
rsyslog.csv,1.0,0.32,0.31,0.72,0.65,0.24,0.64,0.0,0.9
ultimairis.csv,0.53,0.3,0.21,0.48,0.55,0.14,0.98,0.12,0.89
wow-qrsk.csv,0.55,0.29,0.99,0.53,0.6,1.0,0.44,0.12,0.8
xbg.csv,0.0,0.33,0.38,0.55,1.0,0.44,0.44,1.0,0.0
