,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.92,0.88,0.55,1.0,0.64,0.45,0.21,0.25,0.91
gdis.csv,0.81,0.95,0.78,0.58,0.86,1.0,0.74,0.88,1.0
kml.csv,0.5,0.6,0.59,0.43,1.0,0.09,0.55,0.62,0.51
ppcboot.csv,0.54,0.7,0.56,0.98,0.67,0.36,0.57,1.0,0.51
repositorium.csv,0.31,0.48,0.23,0.46,0.33,0.91,0.15,0.38,0.54
rsyslog.csv,1.0,0.32,0.58,0.44,0.42,0.36,0.34,0.0,0.49
ultimairis.csv,0.31,0.78,0.93,0.18,0.31,0.27,0.94,0.75,0.28
wow-qrsk.csv,1.0,0.52,0.96,1.0,0.78,0.09,0.23,0.38,0.79
xbg.csv,0.0,0.08,0.13,0.09,0.03,0.36,0.09,1.0,0.0
