,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.77,0.51,0.46,0.45,0.02,0.48,0.52
encog-java.csv,0.0,0.21,0.77,0.01,0.89,0.73,0.74
galaxium.csv,0.29,0.22,0.29,0.1,0.12,0.48,0.0
h2database.csv,0.46,0.0,0.19,0.1,0.09,0.35,0.15
haphazard.csv,0.08,0.05,0.13,0.08,0.11,0.0,0.21
jaql.csv,0.41,0.47,0.56,0.01,0.68,0.56,0.62
raven-monitoring.csv,0.69,0.46,0.0,0.31,0.74,0.48,0.59
