,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.42,0.22,0.71,0.26,0.39,0.25,0.1,0.5,0.5,0.18
fritzing.csv,0.64,0.72,0.67,0.52,0.76,0.75,0.1,0.3,0.71,0.55
jlinalg.csv,0.98,0.66,0.92,0.86,0.76,1.0,0.6,1.0,0.83,0.86
knowledge.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.75,0.79,1.0
massiv.csv,0.08,0.28,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude.csv,0.78,0.9,0.82,0.86,0.79,0.5,0.6,0.85,0.88,0.71
playerstage.csv,0.52,0.72,0.86,0.74,0.71,0.5,0.1,0.4,0.38,0.46
quarkplusplus.csv,0.58,0.68,0.51,0.45,0.66,0.75,0.1,0.95,0.54,0.49
rtrt-on-gpu.csv,0.08,0.18,0.06,0.05,0.21,0.0,0.7,0.0,0.17,0.12
superwaba.csv,0.48,0.72,0.68,0.47,0.4,1.0,0.2,0.65,0.25,0.45
