,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.52,0.34,0.61,0.38,0.55,0.03,0.14,0.53,0.56,0.29
fritzing.csv,0.75,0.63,0.68,0.48,0.84,0.02,0.15,0.31,0.59,0.6
jlinalg.csv,0.96,0.51,0.63,0.56,0.85,0.02,0.19,0.48,0.59,0.67
knowledge.csv,0.88,0.52,0.65,0.58,0.98,0.01,0.25,0.42,0.54,0.69
massiv.csv,0.15,0.41,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude.csv,0.78,0.55,0.63,0.57,0.86,0.01,0.29,0.5,0.58,0.71
playerstage.csv,0.59,0.53,0.68,0.7,0.81,0.02,0.13,0.41,0.4,0.55
quarkplusplus.csv,0.7,0.65,0.54,0.46,0.8,0.03,0.11,0.45,0.55,0.54
rtrt-on-gpu.csv,0.15,0.21,0.09,0.08,0.33,0.0,0.7,0.0,0.19,0.2
superwaba.csv,0.62,0.71,0.64,0.55,0.57,0.03,0.17,0.46,0.35,0.56
