,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.58,0.52,0.5,0.64,0.56,0.5,0.41,0.45,0.54,0.59,0.45
google-gears.csv,0.44,0.68,0.44,0.52,0.41,0.69,0.38,0.49,0.5,0.48,0.37
grafx2.csv,0.55,0.44,0.47,0.6,0.68,0.53,0.54,0.53,0.49,0.66,0.38
kmess.csv,0.57,0.43,0.46,0.5,0.57,0.56,0.49,0.54,0.47,0.62,0.51
megameknet.csv,0.6,0.52,0.39,0.65,0.56,0.72,0.5,0.55,0.47,0.65,0.5
minig.csv,0.66,0.43,0.96,0.56,0.64,0.56,0.6,0.53,0.96,0.54,0.58
ns-3.csv,0.5,0.65,0.36,0.54,0.55,0.55,0.52,0.51,0.38,0.55,0.49
omseek.csv,0.96,0.71,0.81,0.45,0.97,0.89,0.97,0.86,0.73,0.58,0.8
quickfast.csv,0.5,0.53,0.49,0.57,0.51,0.52,0.51,0.51,0.47,0.52,0.39
sylpheed-claws.csv,0.55,0.55,0.5,0.61,0.59,0.59,0.66,0.58,0.54,0.58,0.36
xamj.csv,0.8,0.48,0.51,0.61,0.63,0.53,0.56,0.52,0.34,0.66,0.57
