,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.52,0.66,0.58,0.48,0.31,0.5,0.71,0.71,0.98,0.45,0.65
google-gears.csv,0.71,0.5,0.6,0.48,0.2,0.34,0.7,0.99,0.5,0.45,0.71
grafx2.csv,0.53,1.0,0.55,0.34,0.27,0.43,0.59,0.6,0.53,0.52,0.67
kmess.csv,0.58,0.56,0.46,0.44,0.26,0.48,1.0,0.56,0.52,0.39,0.62
megameknet.csv,0.65,0.69,0.55,0.48,0.19,0.97,0.59,0.66,0.59,0.45,0.61
minig.csv,0.53,0.7,0.24,0.99,0.3,0.42,0.62,0.61,0.29,0.44,0.57
ns-3.csv,1.0,0.57,0.67,0.45,0.25,0.44,0.49,0.69,0.58,0.42,0.64
omseek.csv,0.2,0.51,0.39,0.45,0.97,0.24,0.35,0.08,0.38,0.44,0.35
quickfast.csv,0.69,0.68,0.62,0.44,0.24,0.42,0.64,0.65,0.49,0.54,0.99
sylpheed-claws.csv,0.52,0.44,0.99,0.39,0.18,0.45,0.49,0.56,0.46,0.47,0.74
xamj.csv,0.39,0.5,0.53,0.47,0.17,0.37,0.54,0.53,0.58,0.97,0.49
