,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.75,0.62,0.55,0.58,0.2,0.42,0.71,0.78,0.98,0.46,0.79
google-gears.csv,0.68,0.45,0.54,0.48,0.11,0.32,0.63,0.99,0.48,0.39,0.63
grafx2.csv,0.77,1.0,0.63,0.36,0.18,0.35,0.77,0.77,0.5,0.52,0.79
kmess.csv,0.73,0.71,0.59,0.4,0.16,0.41,1.0,0.83,0.53,0.3,0.65
megameknet.csv,0.73,0.63,0.55,0.47,0.11,1.0,0.6,0.74,0.51,0.51,0.6
minig.csv,0.66,0.65,0.36,1.0,0.2,0.39,0.69,0.76,0.46,0.46,0.58
ns-3.csv,1.0,0.47,0.57,0.4,0.15,0.34,0.79,0.78,0.55,0.3,0.64
omseek.csv,0.65,0.44,0.39,0.33,1.0,0.21,0.67,0.71,0.39,0.31,0.73
quickfast.csv,0.72,0.58,0.48,0.48,0.14,0.33,0.67,0.86,0.53,0.49,1.0
sylpheed-claws.csv,0.7,0.7,1.0,0.36,0.12,0.36,0.7,0.83,0.52,0.43,0.82
xamj.csv,0.64,0.76,0.6,0.42,0.11,0.26,0.79,0.82,0.49,1.0,0.74
