,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.68,1.0,0.22,0.38,0.15,0.69,0.32,0.27,0.23,0.05,0.21,0.38,0.34,0.05,0.98,0.5,0.12,0.74,0.16,0.37
array4j.csv,0.67,1.0,0.33,0.19,0.15,0.69,0.3,0.24,0.29,0.03,0.29,0.15,0.15,0.04,1.0,1.0,0.1,0.86,0.15,0.41
bzbyte.csv,0.76,0.78,0.2,0.38,0.19,0.84,0.29,0.27,0.0,0.04,0.21,0.15,0.3,0.0,0.95,0.0,0.08,0.88,0.0,1.0
capcode.csv,0.76,0.77,0.2,0.37,0.31,0.7,0.25,0.25,0.18,0.09,0.3,0.18,0.18,0.02,0.91,0.8,0.07,0.8,0.11,0.39
fm-classic.csv,0.83,0.91,0.33,0.43,0.12,0.87,0.0,0.0,0.33,0.3,0.2,0.33,0.73,0.0,1.0,0.44,0.0,0.92,0.24,0.0
freenet.csv,0.79,0.85,0.18,0.37,0.16,0.76,0.33,0.25,0.12,0.04,0.22,0.17,0.36,0.04,0.94,0.62,0.09,0.79,0.17,0.36
hannosset.csv,0.71,0.79,0.33,0.36,0.09,0.67,0.39,0.0,0.29,0.0,0.2,0.15,1.0,0.0,0.93,0.54,0.25,0.79,0.15,0.35
haphazard.csv,0.69,0.8,0.15,0.37,0.11,0.65,0.25,0.31,0.24,0.02,0.38,0.16,0.1,0.06,0.84,0.67,0.0,0.79,0.12,0.39
intact.csv,0.85,1.0,0.25,0.5,0.19,0.72,0.53,0.31,0.0,0.04,0.16,0.22,0.5,0.05,1.0,0.5,0.11,0.78,0.18,0.36
ipfire-wall.csv,0.77,0.91,0.16,0.31,0.14,0.73,0.31,0.33,0.15,0.05,0.18,0.23,0.64,0.1,1.0,0.47,0.0,0.82,0.15,0.5
jlinalg.csv,0.62,0.95,0.19,0.35,0.1,0.6,0.27,0.27,0.13,0.06,0.14,0.17,0.36,0.06,0.95,0.47,0.13,0.78,0.16,0.4
nassp.csv,0.84,0.84,0.31,0.0,0.0,0.79,0.25,0.4,0.45,0.11,0.18,0.13,0.53,0.04,0.97,0.54,0.05,0.79,0.23,0.57
ondex.csv,0.86,0.7,0.2,0.33,0.19,0.79,0.36,0.31,0.43,0.05,0.35,0.17,0.32,0.09,0.97,0.49,0.08,0.71,0.32,0.56
optalgtoolkit.csv,0.78,0.8,0.14,0.64,0.18,0.68,0.3,0.26,0.24,0.04,0.12,0.21,0.34,0.07,0.98,0.56,0.06,0.8,0.18,0.35
pustefix.csv,0.77,0.89,0.17,0.4,0.17,0.71,0.3,0.5,0.24,0.04,0.23,0.22,0.39,0.07,0.94,0.54,0.05,0.81,0.11,0.42
soar.csv,0.73,0.8,0.18,0.39,0.19,0.67,0.29,0.27,0.21,0.04,0.22,0.17,0.31,0.05,0.95,0.79,0.08,0.8,0.18,0.34
sqlpower-library.csv,0.87,0.75,0.2,0.59,0.17,0.67,0.3,0.32,0.21,0.05,0.19,0.2,0.33,0.05,0.95,0.55,0.08,0.75,0.17,0.33
super-tux.csv,0.8,1.0,0.2,0.54,0.17,0.67,0.38,0.28,0.25,0.0,0.19,0.18,0.29,0.06,1.0,0.43,0.07,0.77,0.19,0.46
tart.csv,0.33,0.82,0.13,0.5,0.12,0.69,0.33,0.33,0.33,0.08,0.29,0.24,0.35,0.19,0.98,0.45,0.05,0.74,0.28,0.5
web-cat.csv,0.77,0.7,0.18,0.37,0.16,0.69,0.32,0.29,0.24,0.04,0.21,0.17,0.37,0.07,0.99,0.56,0.09,0.73,0.17,0.75
