,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.87,0.6,0.68,0.75,0.79,0.65,0.88,0.92,0.7,0.88,0.75,0.34,0.76,0.75,0.62,0.93,0.64,0.75,0.94,0.72
array4j.csv,0.95,0.92,0.47,0.94,0.79,0.7,0.85,0.96,0.84,0.82,0.66,0.75,1.0,0.81,0.98,0.94,0.62,0.8,0.84,0.67
bzbyte.csv,0.7,1.0,1.0,1.0,0.7,0.86,1.0,1.0,1.0,1.0,0.96,0.78,0.96,1.13,1.0,1.0,1.0,0.39,1.0,0.95
capcode.csv,0.65,0.74,0.9,0.86,0.38,0.64,0.81,0.75,0.87,0.43,0.6,0.73,0.99,1.0,0.98,0.51,0.78,0.61,0.88,0.72
fm-classic.csv,0.79,0.8,0.94,0.85,0.81,0.83,1.0,1.0,0.92,0.1,0.86,0.91,0.56,1.0,0.92,0.89,1.0,0.81,0.8,1.01
freenet.csv,0.61,0.58,0.77,1.0,0.81,0.52,0.8,0.91,1.04,1.0,0.9,0.73,0.76,0.83,1.03,0.63,0.66,0.67,0.98,0.97
hannosset.csv,0.74,0.69,0.6,0.79,0.93,0.83,0.78,1.0,0.84,1.01,0.76,0.76,0.94,1.04,0.82,0.81,0.27,0.82,0.81,0.76
haphazard.csv,1.02,0.7,0.83,0.78,0.8,0.72,0.88,0.64,0.65,0.91,0.46,0.72,1.01,0.71,1.12,0.71,1.03,0.65,0.84,0.9
intact.csv,0.49,0.72,0.65,0.75,0.6,0.64,0.41,0.65,1.0,0.75,0.8,0.58,0.56,0.76,0.64,0.97,0.71,0.68,0.93,0.82
ipfire-wall.csv,0.7,0.42,0.85,0.88,0.74,0.84,0.85,0.8,0.84,0.84,0.79,0.7,0.27,0.5,0.64,0.9,1.0,0.72,0.89,0.6
jlinalg.csv,0.86,0.23,0.83,0.84,0.97,0.91,0.76,0.78,0.89,0.66,0.84,0.78,0.75,0.78,0.81,0.88,0.5,0.68,0.99,0.7
nassp.csv,0.48,0.71,0.71,1.0,1.01,0.67,0.86,0.83,0.31,0.68,0.86,0.82,0.54,0.86,0.69,0.73,0.88,0.72,0.91,0.61
ondex.csv,0.87,0.84,0.74,0.95,0.77,0.55,0.6,0.63,0.76,0.72,0.48,0.8,0.72,0.52,0.69,0.96,0.77,0.83,0.49,0.75
optalgtoolkit.csv,0.68,0.79,0.87,0.37,0.64,0.68,0.69,0.8,0.72,0.87,0.91,0.61,0.68,0.61,0.62,0.79,0.82,0.64,0.68,0.77
pustefix.csv,0.65,0.46,0.85,0.94,0.77,0.8,0.74,0.38,0.83,0.96,0.65,0.62,0.61,0.63,1.03,0.89,0.88,0.67,0.86,0.73
soar.csv,1.0,0.74,0.84,0.97,0.7,0.85,0.95,0.98,1.0,0.97,0.75,0.78,0.98,0.97,1.0,0.38,0.84,0.68,0.68,1.01
sqlpower-library.csv,0.39,1.02,0.97,0.43,0.82,0.91,0.95,0.69,1.0,0.79,0.94,0.79,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.78
super-tux.csv,0.56,0.86,0.85,0.48,0.67,0.86,0.56,0.94,0.64,1.02,0.74,0.66,0.95,0.77,0.1,0.92,0.93,0.8,0.71,0.59
tart.csv,0.99,0.65,0.89,0.71,0.77,0.67,0.65,0.61,0.52,0.51,0.57,0.63,0.77,0.24,0.63,0.97,0.9,0.83,0.57,0.85
web-cat.csv,0.65,0.92,0.82,0.74,0.69,0.76,0.67,0.71,0.69,0.71,0.82,0.69,0.84,0.73,0.33,0.92,0.87,0.97,0.82,0.27
