,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.5,0.37,0.46,0.4,0.42,0.72,0.5,0.88,0.33,0.55,0.43,0.71,0.59,0.31,0.43,0.37,0.48
all-plasm.csv,0.99,0.4,0.67,0.83,0.84,0.6,0.63,0.87,0.97,0.89,0.94,0.71,0.83,0.58,0.98,0.61,0.62
applet2app.csv,0.43,0.61,0.46,0.51,0.36,0.41,0.48,0.33,0.49,0.46,0.61,0.45,0.55,0.29,0.43,0.43,0.59
autat.csv,0.84,0.47,0.69,0.64,0.57,0.47,0.51,0.53,0.96,0.54,0.67,0.54,0.59,0.83,0.41,0.93,0.66
autowikibrowser.csv,0.34,0.34,0.44,0.37,0.38,0.44,0.37,0.31,0.31,0.45,0.42,0.37,0.35,0.29,0.37,0.4,0.41
gbif-providertoolkit.csv,0.47,0.94,0.43,0.5,0.73,0.58,0.7,0.65,0.54,0.61,0.88,0.51,0.58,0.57,0.53,0.48,0.57
htmlunit.csv,0.35,0.53,0.44,0.35,0.52,0.38,0.48,0.3,0.45,0.49,0.44,0.35,0.45,0.3,0.55,0.36,0.48
kmatplot.csv,0.99,0.35,0.48,0.51,0.41,0.58,0.46,0.63,0.56,0.51,0.75,0.0,0.62,0.41,0.45,0.54,0.52
mcore3d.csv,0.96,0.36,0.46,0.8,0.67,0.4,0.46,0.86,0.98,0.58,0.47,0.38,0.42,0.6,0.97,0.49,0.42
nh3d.csv,0.0,0.37,0.36,0.83,0.37,0.42,0.0,0.36,0.87,0.0,0.49,0.39,0.35,0.31,0.0,0.38,0.0
qgo.csv,0.38,0.42,0.38,0.51,0.34,0.38,0.42,0.32,0.33,0.46,0.47,0.38,0.35,0.3,0.42,0.36,0.39
qtwin.csv,0.0,0.38,0.95,0.95,0.89,0.75,0.53,0.86,0.97,1.0,0.67,0.8,0.9,0.8,0.98,0.67,0.97
reactos-mirror.csv,0.57,0.82,0.47,0.51,0.37,0.44,0.43,0.4,0.34,0.48,0.55,0.5,0.4,0.31,0.43,0.39,0.42
taokgame.csv,0.99,0.35,0.62,0.0,0.94,0.96,0.63,0.93,0.95,0.75,0.67,0.48,0.59,0.68,0.58,0.92,0.82
unbvision.csv,0.42,0.47,0.47,0.48,0.37,0.44,0.61,0.35,0.43,0.48,0.53,0.6,0.46,0.34,0.49,0.43,0.46
uwom.csv,0.72,0.58,0.46,0.51,0.43,0.47,0.56,0.56,0.56,0.72,0.75,0.9,0.62,0.45,0.46,0.38,0.59
wishmaster.csv,0.0,0.41,0.73,0.98,0.75,0.54,0.54,0.86,0.85,0.59,0.85,0.53,0.59,0.88,0.49,0.76,0.84
