,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.31,0.31,0.39,0.57,0.46,0.16,0.3,0.07,0.64,0.34,0.56,0.2,0.24,0.67,0.21,0.43,0.28
all-plasm.csv,0.09,0.37,0.5,0.36,0.27,0.37,0.54,0.27,0.07,0.36,0.15,0.36,0.24,0.27,0.14,0.5,0.34
applet2app.csv,0.55,0.09,0.42,0.98,0.74,0.56,0.33,0.55,0.23,0.81,0.12,0.44,0.21,0.87,0.42,0.41,0.16
autat.csv,0.18,0.71,0.18,0.26,0.51,0.39,0.51,0.43,0.08,0.48,0.01,0.34,0.28,0.17,0.61,0.07,0.13
autowikibrowser.csv,0.52,0.4,0.27,0.36,0.54,0.28,0.42,0.79,0.56,0.3,0.29,0.51,0.5,0.97,0.34,0.24,0.34
gbif-providertoolkit.csv,0.71,0.31,0.78,0.61,0.4,0.51,0.33,0.16,0.21,0.68,0.05,0.48,0.26,0.33,0.13,0.65,0.31
htmlunit.csv,0.53,0.09,0.34,0.51,0.32,0.35,0.31,0.69,0.26,0.25,0.24,0.52,0.31,0.87,0.08,0.35,0.28
kmatplot.csv,0.04,0.8,0.27,0.98,0.72,0.39,0.69,0.3,0.22,0.61,0.04,0.02,0.29,0.5,0.76,0.5,0.48
mcore3d.csv,0.02,0.34,0.38,0.01,0.29,0.42,0.57,0.12,0.15,0.25,0.6,0.51,0.65,0.37,0.1,0.35,0.49
nh3d.csv,0.0,1.0,1.0,0.01,1.0,0.96,0.0,0.99,0.14,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
qgo.csv,0.92,0.17,0.86,1.0,0.68,0.58,0.46,0.72,0.86,0.48,0.93,0.9,0.68,0.87,0.71,0.89,0.93
qtwin.csv,0.0,0.4,0.1,0.05,0.11,0.04,0.53,0.09,0.11,0.09,0.0,0.07,0.12,0.13,0.1,0.04,0.07
reactos-mirror.csv,0.26,0.17,0.51,1.0,1.0,0.68,0.7,0.63,0.64,0.87,0.58,0.44,0.65,0.83,0.86,0.46,0.61
taokgame.csv,0.09,0.51,0.29,0.0,0.1,0.05,0.45,0.16,0.08,0.24,0.16,0.3,0.32,0.23,0.14,0.11,0.09
unbvision.csv,0.59,0.46,0.49,0.83,0.88,0.39,0.18,0.48,0.33,0.79,0.28,0.26,0.4,0.67,0.73,0.35,0.4
uwom.csv,0.25,0.26,0.59,0.99,0.78,0.46,0.43,0.27,0.18,0.35,0.01,0.13,0.26,0.37,0.63,0.83,0.26
wishmaster.csv,0.0,0.66,0.25,0.12,0.05,0.28,0.5,0.25,0.17,0.38,0.19,0.3,0.49,0.17,0.21,0.11,0.16
