,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.64,0.61,0.74,0.89,0.64,0.93,0.59,0.92,0.79,0.81,0.8,0.37,0.04,0.8
doomlegacy.csv,0.67,0.72,0.54,0.62,0.94,0.85,0.66,0.79,0.76,0.0,0.51,0.52,0.72,0.62
empserver.csv,0.54,0.66,0.62,0.66,0.0,0.77,0.48,0.63,0.61,0.7,0.75,0.75,0.56,0.82
fritzing.csv,0.42,0.04,0.66,0.92,0.72,0.84,0.68,0.77,0.65,0.71,0.63,0.64,0.61,0.81
ifmo-game-1.csv,0.9,0.94,0.96,0.14,1.0,1.0,1.0,0.98,1.0,0.94,1.0,1.0,0.97,1.0
jparsec.csv,0.6,0.85,0.73,0.69,0.92,0.71,0.84,0.04,0.73,0.63,0.75,0.48,0.61,0.59
lmms.csv,0.81,0.88,0.03,0.54,0.83,0.71,0.69,0.8,0.72,0.69,0.82,0.52,0.79,0.93
lufa-lib.csv,0.83,0.68,0.77,0.81,0.82,0.66,0.66,0.62,0.02,0.74,0.6,0.56,0.64,0.96
pgui.csv,0.69,0.71,0.69,0.96,0.69,0.79,0.04,0.78,0.66,0.7,0.59,0.7,0.7,0.7
pi-qmc.csv,0.5,0.52,0.63,0.69,0.49,0.84,0.48,0.62,0.74,0.63,0.56,0.0,0.59,0.62
repositorium.csv,0.75,0.65,0.79,0.96,0.97,0.09,0.75,0.65,0.8,0.85,0.98,0.91,0.82,1.0
superwaba.csv,0.04,0.57,0.61,0.63,0.84,0.82,0.68,0.56,0.92,0.8,0.77,0.77,0.6,0.98
xapian.csv,0.68,0.62,0.7,0.34,0.95,0.93,0.73,0.85,0.95,0.67,0.12,0.55,0.64,0.86
zemljanka.csv,0.99,0.95,0.99,1.0,0.94,1.0,1.0,1.0,0.94,1.0,0.99,1.0,1.0,0.0
