,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.23,0.51,0.45,0.23,0.39,0.19,0.25,0.09,0.28,0.27,0.22,0.09,0.0,0.67
doomlegacy.csv,0.42,0.38,0.3,0.44,0.94,0.72,0.6,0.23,0.76,0.0,0.34,0.41,0.66,0.56
empserver.csv,0.43,0.34,0.29,0.51,0.0,0.27,0.31,0.54,0.36,0.38,0.17,0.39,0.44,0.22
fritzing.csv,0.17,0.01,0.25,0.32,0.27,0.19,0.55,0.54,0.37,0.12,0.12,0.05,0.32,0.33
ifmo-game-1.csv,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0
jparsec.csv,0.54,0.31,0.55,0.55,0.79,0.6,0.78,0.0,0.52,0.5,0.56,0.25,0.4,0.44
lmms.csv,0.1,0.08,0.01,0.45,0.82,0.71,0.67,0.07,0.7,0.65,0.74,0.45,0.75,0.89
lufa-lib.csv,0.27,0.42,0.52,0.38,0.15,0.19,0.3,0.43,0.01,0.35,0.43,0.25,0.19,0.78
pgui.csv,0.25,0.62,0.47,0.44,0.18,0.31,0.0,0.1,0.56,0.31,0.31,0.29,0.34,0.33
pi-qmc.csv,0.21,0.25,0.3,0.39,0.36,0.17,0.26,0.28,0.69,0.42,0.25,0.0,0.32,0.22
repositorium.csv,0.73,0.49,0.32,0.43,0.97,0.0,0.43,0.43,0.78,0.46,0.19,0.02,0.38,1.0
superwaba.csv,0.01,0.43,0.33,0.47,0.06,0.07,0.32,0.23,0.28,0.0,0.08,0.04,0.32,0.56
xapian.csv,0.48,0.29,0.21,0.18,0.06,0.21,0.27,0.33,0.07,0.15,0.0,0.04,0.56,0.11
zemljanka.csv,0.99,0.95,0.99,1.0,0.94,1.0,1.0,1.0,0.93,1.0,0.99,1.0,1.0,0.0
