,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.49,0.55,0.63,0.05,0.58,0.06,0.42,0.4,0.41,0.73,0.24,0.74,1.0,0.95
doomlegacy.csv,0.38,0.49,0.77,0.11,0.52,0.09,0.32,0.41,0.47,1.0,0.35,0.39,0.23,0.97
empserver.csv,0.46,0.54,0.74,0.09,1.0,0.12,0.44,0.45,0.51,0.77,0.32,0.27,0.29,0.96
fritzing.csv,0.66,0.99,0.74,0.04,0.57,0.11,0.29,0.35,0.48,0.89,0.48,0.73,0.29,0.95
ifmo-game-1.csv,1.0,1.0,0.71,1.0,0.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,0.22,0.0
jparsec.csv,0.43,0.38,0.63,0.09,0.42,0.12,0.25,1.0,0.41,0.79,0.21,0.48,0.27,0.97
lmms.csv,0.53,0.6,0.99,0.12,0.54,0.15,0.32,0.64,0.46,0.78,0.21,0.39,0.22,0.95
lufa-lib.csv,0.31,0.51,0.6,0.06,0.58,0.2,0.35,0.45,0.99,0.76,0.28,0.44,0.36,0.93
pgui.csv,0.44,0.5,0.66,0.03,0.67,0.1,1.0,0.59,0.46,0.79,0.32,0.33,0.24,0.96
pi-qmc.csv,0.59,0.67,0.73,0.09,0.67,0.12,0.47,0.51,0.44,0.8,0.37,1.0,0.3,0.98
repositorium.csv,0.39,0.52,0.62,0.03,0.53,1.0,0.26,0.43,0.43,0.66,0.06,0.67,0.17,0.96
superwaba.csv,0.98,0.58,0.73,0.1,0.75,0.25,0.33,0.58,0.25,1.0,0.46,0.71,0.3,0.89
xapian.csv,0.37,0.59,0.75,0.26,0.5,0.05,0.31,0.3,0.35,0.88,1.0,0.83,0.25,0.97
zemljanka.csv,0.35,0.49,0.64,0.08,0.52,0.11,0.28,0.39,0.44,0.75,0.23,0.28,0.22,1.0
