,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.02,1.0,0.07,0.0,0.35,0.07,0.42,0.55,0.9,0.0,0.74,0.2,0.49,0.12,0.91,0.86,0.0,0.42,0.41,0.67
baadengine.csv,0.72,0.8,0.24,1.0,0.23,1.0,0.93,0.88,0.85,1.0,0.78,0.96,0.54,0.5,1.0,1.0,1.0,0.65,0.93,1.0
biopax.csv,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.93,0.86,1.0,0.83,1.0,1.0
crux-framework.csv,0.1,0.0,0.08,1.0,0.42,0.0,0.18,0.16,0.05,0.6,0.33,0.16,0.21,0.0,0.84,0.52,0.0,0.04,0.24,1.0
dataobjectsdotnet.csv,0.63,0.8,0.75,1.0,0.19,0.97,0.78,0.61,0.9,1.0,0.85,0.6,0.57,0.75,0.02,0.93,1.0,0.46,1.0,1.0
exl.csv,0.27,0.6,0.82,1.0,0.92,0.5,0.67,0.55,0.6,1.0,0.56,0.48,0.71,0.25,0.3,0.21,1.0,0.66,0.73,1.0
gdis.csv,0.56,0.2,0.48,0.0,0.46,0.97,0.73,0.65,0.8,0.6,0.26,0.48,0.38,0.5,0.81,0.66,0.0,0.59,0.85,0.67
gogoego.csv,0.58,0.2,0.66,1.0,0.5,0.9,0.49,0.86,0.55,0.6,0.85,0.56,0.45,0.88,0.79,0.41,1.0,0.54,0.59,0.33
httpcontentparser.csv,0.24,0.2,0.32,0.0,0.04,0.13,0.53,0.86,0.8,0.4,0.85,0.48,0.4,0.25,0.0,0.38,1.0,0.62,0.44,0.67
impala.csv,0.08,0.8,0.22,1.0,0.69,0.3,0.47,0.12,0.9,0.6,0.37,0.6,0.3,0.0,0.37,0.62,0.0,0.42,0.56,0.33
jgameai.csv,0.06,0.8,0.01,0.0,0.58,0.0,0.06,0.06,0.05,0.0,0.0,0.0,0.02,0.0,0.23,0.0,0.0,0.03,0.0,0.0
loki-lib.csv,0.49,0.4,0.63,1.0,0.38,1.0,0.61,0.2,0.65,0.8,0.41,0.64,0.47,0.38,1.0,0.72,1.0,0.18,0.27,0.33
snakeyaml.csv,0.38,0.0,0.23,1.0,0.23,0.77,0.25,0.33,0.2,0.6,0.7,0.12,0.29,0.12,0.54,0.03,0.33,0.28,0.61,0.33
tart.csv,0.51,0.4,0.4,1.0,0.12,0.07,0.48,0.53,0.45,0.8,0.7,0.4,0.25,0.25,0.09,0.0,1.0,0.35,0.71,0.67
vars-redux.csv,0.89,0.6,0.34,1.0,0.27,0.9,0.87,0.76,0.9,0.6,0.96,0.88,0.46,0.62,0.65,0.14,1.0,0.45,0.66,0.67
werx.csv,0.98,1.0,0.97,1.0,1.0,1.0,0.87,0.84,1.0,1.0,1.0,0.96,0.97,1.0,0.98,1.0,1.0,0.85,0.51,1.0
xbg.csv,0.64,0.2,0.03,0.0,0.0,0.1,0.13,0.04,0.3,0.0,0.3,0.28,0.16,0.88,0.09,0.28,0.0,0.13,0.12,0.0
xqilla.csv,0.03,0.0,0.53,1.0,0.27,0.0,0.3,0.33,0.25,0.4,0.44,0.16,0.37,0.12,0.18,0.07,1.0,0.11,0.05,0.33
zealos.csv,0.12,0.2,0.1,0.0,0.23,0.77,0.12,0.16,0.0,0.0,0.0,0.0,0.04,0.0,0.25,0.03,0.0,0.03,0.02,0.67
