,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.33,0.53,0.45,0.19
columba.csv,0.7,0.13,0.72,0.54
decidr.csv,0.55,0.28,0.81,0.41
jajuk.csv,0.81,0.29,0.56,0.3
