,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.37,0.6,0.47,0.23
columba.csv,0.73,0.15,0.65,0.6
decidr.csv,0.63,0.42,0.77,0.55
jajuk.csv,0.79,0.42,0.71,0.46
