,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.55,0.0,0.1,0.0,0.41,0.36,0.31,0.36,0.22,0.56,1.0,0.0,0.5
avifile.csv,0.09,0.89,0.28,0.0,0.12,0.34,0.0,0.04,0.11,0.13,0.0,0.05,0.0
baadengine.csv,0.99,0.0,0.81,0.04,0.63,0.3,0.65,0.42,0.3,0.59,0.47,0.17,0.86
gdis.csv,0.8,0.07,0.83,0.03,0.74,0.38,0.55,0.39,0.3,0.57,0.46,0.21,0.99
gogoego.csv,0.22,0.0,0.09,0.0,0.34,0.39,0.37,0.96,0.32,0.29,0.28,0.08,0.7
impala.csv,0.39,0.0,0.03,0.02,0.7,0.44,0.0,0.38,0.29,0.17,0.29,0.96,0.52
jgameai.csv,0.13,0.22,0.11,0.0,0.44,1.0,0.37,0.32,0.09,0.32,0.14,0.1,0.1
jhotdraw.csv,0.04,0.25,0.07,0.0,0.44,0.06,0.0,0.25,0.95,0.0,0.13,0.06,0.19
patterntesting.csv,0.33,0.06,0.51,0.0,0.52,0.27,0.56,0.37,0.38,0.98,0.32,0.17,0.82
pokeglobal.csv,0.77,0.13,0.79,0.04,0.99,0.41,0.48,0.37,0.26,0.24,0.47,0.19,0.89
werx.csv,0.86,0.14,1.0,0.02,0.74,0.45,0.47,0.38,0.31,0.56,0.46,0.22,0.9
zealos.csv,0.46,0.14,0.83,0.0,0.44,0.52,1.0,0.38,0.24,0.53,0.34,0.15,0.5
