,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.65,1.06,1.07,1.05,0.8,0.7,0.76,0.66,0.79,0.55,0.0,1.03,0.69
avifile.csv,0.98,0.2,0.84,1.02,0.96,0.71,1.0,0.98,0.92,0.94,1.0,0.97,1.0
baadengine.csv,0.01,1.15,1.05,0.43,0.54,0.76,0.36,0.64,0.8,0.49,0.73,0.81,0.56
gdis.csv,0.73,1.01,0.8,0.63,0.67,0.7,0.69,0.89,0.93,0.96,0.71,0.98,0.08
gogoego.csv,0.88,1.02,0.95,1.02,0.79,0.67,0.7,0.07,0.68,0.8,0.8,0.93,0.61
impala.csv,0.87,1.01,0.98,0.93,1.0,0.94,1.0,0.96,0.88,0.9,0.78,0.08,0.91
jgameai.csv,0.93,0.47,0.94,1.01,0.73,0.0,0.99,0.85,0.93,0.78,0.92,0.9,0.96
jhotdraw.csv,0.98,0.8,0.96,1.0,0.71,0.96,1.0,0.81,0.1,1.0,0.92,0.96,0.9
patterntesting.csv,0.8,0.92,1.0,1.06,0.63,0.8,0.46,0.64,0.55,0.02,0.75,0.75,0.51
pokeglobal.csv,0.71,0.71,0.43,0.46,0.02,0.69,0.97,0.64,0.81,0.85,0.69,0.74,1.0
werx.csv,1.0,0.97,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0
zealos.csv,0.71,0.69,1.04,1.12,0.76,0.5,0.0,0.64,0.75,0.56,0.8,0.79,0.78
