,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,1.0,69.0,0.0,101.0,1.0,0.0,0.0,5.0,7.0,1.0,0.0,207.0,0.0
avifile.csv,0.0,0.0,0.0,101.0,4.0,0.0,97.0,4.0,0.0,6.0,77.0,5.0,69.0
baadengine.csv,0.0,69.0,0.0,28.0,0.0,0.0,2.0,5.0,0.0,1.0,4.0,17.0,0.0
gdis.csv,1.0,3.0,0.0,47.0,0.0,0.0,3.0,10.0,0.0,7.0,6.0,8.0,0.0
gogoego.csv,2.0,69.0,0.0,101.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0
impala.csv,1.0,69.0,0.0,83.0,4.0,0.0,97.0,5.0,0.0,2.0,3.0,0.0,0.0
jgameai.csv,0.0,3.0,0.0,101.0,1.0,0.0,11.0,5.0,3.0,1.0,1.0,2.0,0.0
jhotdraw.csv,0.0,0.0,0.0,101.0,2.0,1.0,97.0,0.0,0.0,76.0,2.0,5.0,0.0
patterntesting.csv,2.0,18.0,0.0,101.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
pokeglobal.csv,1.0,2.0,0.0,32.0,0.0,1.0,11.0,4.0,27.0,1.0,2.0,12.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,8.0,8.0,0.0
zealos.csv,0.0,3.0,0.0,101.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,0.0
