,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.56,0.51,0.53,0.34,0.28,0.88
lazarus-ccr.csv,0.73,0.52,0.52,0.39,0.16,0.88
lcfizvtop.csv,0.44,0.64,0.37,0.41,0.6,0.56
migen.csv,0.49,0.62,0.15,0.25,0.36,0.81
mvnforum.csv,0.08,0.36,0.43,0.33,0.15,0.51
plplot.csv,0.65,0.54,0.44,0.65,0.32,0.9
