,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.25,0.56,0.59,0.4,0.79,0.16
lazarus-ccr.csv,0.25,0.67,0.57,0.7,0.75,0.68
lcfizvtop.csv,0.64,0.58,0.39,0.58,0.21,0.42
migen.csv,0.79,0.4,0.16,0.12,0.25,0.63
mvnforum.csv,0.0,0.26,0.25,0.77,0.56,0.58
plplot.csv,0.79,0.53,0.89,0.18,0.65,0.63
