,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.63,0.45,0.38,0.28,0.17,0.97
lazarus-ccr.csv,0.72,0.43,0.38,0.27,0.1,0.9
lcfizvtop.csv,0.4,0.53,0.32,0.3,0.47,0.88
migen.csv,0.41,0.57,0.22,0.36,0.29,0.89
mvnforum.csv,1.0,0.48,0.42,0.23,0.1,0.82
plplot.csv,0.5,0.48,0.29,0.6,0.21,0.91
