,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.07,0.91,0.73,0.91,0.84,0.96
fluent-nhibernate.csv,0.84,0.89,0.95,0.95,0.96,0.01
h2database.csv,0.65,0.11,0.98,0.97,0.88,0.77
jaql.csv,0.55,0.68,0.66,0.01,0.82,0.44
raven-monitoring.csv,0.72,0.84,0.09,0.74,0.85,1.07
v8.csv,0.62,0.67,0.64,0.55,0.0,0.4
