,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.96,0.12,0.55,0.16,0.58,0.11
fluent-nhibernate.csv,0.21,0.16,0.09,0.1,0.08,0.97
h2database.csv,0.27,0.94,0.05,0.06,0.22,0.24
jaql.csv,0.27,0.21,0.45,0.99,0.53,0.38
raven-monitoring.csv,0.2,0.13,0.96,0.44,0.76,0.02
v8.csv,0.25,0.22,0.47,0.54,1.0,0.32
