,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.0,17.0,0.0,0.0,0.0,45.0
fluent-nhibernate.csv,6.0,2.0,0.0,1.0,0.0,0.0
h2database.csv,6.0,0.0,0.0,0.0,0.0,8.0
jaql.csv,31.0,24.0,3.0,0.0,0.0,7.0
raven-monitoring.csv,66.0,42.0,0.0,1.0,0.0,55.0
v8.csv,19.0,16.0,0.0,0.0,0.0,6.0
