,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.48,0.53,0.38,0.39,0.23,0.11,0.2,0.6,0.78,0.69
bibedt.csv,0.58,0.0,0.61,0.25,0.36,0.22,0.75,0.85,0.86,0.73
cascading.csv,0.25,0.0,0.0,0.39,0.0,0.16,0.23,0.83,0.85,0.0
firebreath.csv,0.6,0.0,0.73,0.39,0.0,0.11,0.2,0.68,0.78,0.0
fritzing.csv,0.71,0.0,0.59,0.39,0.0,0.11,0.2,0.6,0.77,0.0
httpcontentparser.csv,0.5,0.0,0.0,0.48,0.0,0.6,0.28,0.5,0.87,0.0
mpgravity.csv,0.53,0.0,0.39,0.4,0.78,0.11,0.21,0.6,0.77,0.74
patterntesting.csv,0.0,0.0,0.0,0.88,0.0,0.0,0.33,0.0,0.0,0.0
roller.csv,0.58,0.0,0.6,0.39,0.0,0.15,0.2,0.82,0.83,0.0
xfce.csv,0.48,0.0,0.38,0.39,0.26,0.11,0.2,0.6,0.78,0.75
