,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bibedt.csv,0.68,0.0,0.27,0.04,0.38,0.45,0.65,0.44,0.18,0.07
cascading.csv,0.01,0.0,0.0,0.09,0.0,0.18,0.61,0.16,0.74,0.0
firebreath.csv,0.72,0.0,0.62,0.0,0.0,0.43,0.0,0.71,0.0,0.0
fritzing.csv,0.72,0.0,0.2,0.0,0.0,0.27,0.0,0.3,0.13,0.0
httpcontentparser.csv,0.01,0.0,0.0,0.55,0.0,0.18,0.75,0.06,0.5,0.0
mpgravity.csv,0.56,0.0,0.17,0.33,0.63,0.0,0.27,0.0,0.0,0.63
patterntesting.csv,0.0,0.0,0.0,0.8,0.0,0.0,0.24,0.0,0.0,0.0
roller.csv,0.52,0.0,0.29,0.0,0.0,0.68,0.21,0.82,0.67,0.0
xfce.csv,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.65
