,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bibedt.csv,0.56,1.0,0.77,0.97,0.69,0.62,0.4,0.62,0.85,0.94
cascading.csv,0.99,1.0,1.0,0.98,1.0,0.86,0.74,0.87,0.61,1.0
firebreath.csv,0.55,1.0,0.44,1.0,1.0,0.86,1.0,0.59,1.0,1.0
fritzing.csv,0.39,1.0,0.84,1.0,1.0,0.93,1.0,0.92,0.97,1.0
httpcontentparser.csv,0.99,1.0,1.0,0.59,1.0,0.85,0.63,0.95,0.59,1.0
mpgravity.csv,0.79,1.0,0.96,0.92,0.42,1.0,0.93,1.0,1.0,0.65
patterntesting.csv,1.0,1.0,1.0,0.24,1.0,1.0,0.81,1.0,1.0,1.0
roller.csv,0.61,1.0,0.76,1.0,1.0,0.57,0.95,0.32,0.59,1.0
xfce.csv,1.0,1.0,1.0,1.0,0.68,1.0,1.0,1.0,1.0,0.7
