,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bibedt.csv,0.49,0.02,0.09,0.06,0.17,0.17,0.05,0.1,0.09,0.05
cascading.csv,0.04,0.0,0.0,0.98,0.0,0.1,0.73,0.04,0.61,0.0
firebreath.csv,0.52,0.0,0.14,1.0,0.0,0.86,1.0,0.57,1.0,0.0
fritzing.csv,0.27,0.0,0.07,1.0,0.0,0.93,1.0,0.92,0.97,0.0
httpcontentparser.csv,0.01,0.0,0.0,0.36,0.0,0.01,0.63,0.08,0.24,0.0
mpgravity.csv,0.79,0.0,0.96,0.91,0.05,1.0,0.93,1.0,1.0,0.58
patterntesting.csv,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0
roller.csv,0.32,0.0,0.1,1.0,0.0,0.51,0.95,0.27,0.55,0.0
xfce.csv,1.0,0.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,0.69
