,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.79,0.46,0.38,0.27,0.1
lcfizvtop.csv,0.4,0.56,0.31,0.3,0.5
migen.csv,0.41,0.64,0.09,0.4,0.36
mvnforum.csv,1.0,0.5,0.43,0.24,0.1
plplot.csv,0.47,0.57,0.33,0.5,0.21
