,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,1.0,0.19,0.48,0.89,0.51,0.36,0.89,0.59,0.91,0.26,0.84,0.74,0.31
autofac.csv,1.0,0.0,0.27,0.46,0.39,0.86,0.64,0.49,0.79,0.39,0.49,0.19,0.26
coot.csv,1.0,0.0,0.33,0.75,0.85,0.64,0.02,0.92,0.86,0.27,0.27,0.33,0.74
dsworkbench.csv,0.0,0.19,0.09,0.0,0.05,0.07,0.12,0.0,0.0,0.3,0.11,0.17,0.0
emono.csv,1.0,0.31,0.73,0.96,0.9,0.73,0.21,0.98,0.97,0.45,0.62,0.5,0.69
exist.csv,1.0,0.88,0.97,0.82,1.0,0.91,0.24,1.0,0.89,0.52,0.86,0.79,0.58
freelords.csv,0.5,0.81,0.36,0.43,0.49,0.76,0.93,0.43,0.7,0.55,0.92,0.95,0.73
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.02,0.09,0.02,0.0,0.0,0.0
jpaul.csv,0.0,0.88,0.15,0.11,0.29,0.4,0.21,0.24,0.26,0.17,0.05,0.0,0.18
neodatis-odb.csv,1.0,0.0,0.39,0.18,0.8,0.26,0.27,0.61,0.97,0.17,0.19,0.07,0.08
octet.csv,0.5,0.38,0.79,0.18,0.49,0.21,0.94,0.18,0.23,0.62,0.51,0.55,0.23
thedata.csv,1.0,0.38,0.79,0.71,0.88,0.6,0.61,0.78,0.48,0.33,0.59,0.55,0.06
