,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.52,0.52,0.22,0.48,1.0,0.34,0.22,0.14,0.14,0.67,0.34,0.36
fityk.csv,0.62,0.52,0.86,0.59,0.59,0.67,0.78,0.37,1.0,1.0,0.83,0.72
hatari.csv,0.9,0.16,0.84,0.37,0.82,0.43,0.67,0.03,0.43,1.0,0.26,0.45
lmms.csv,0.79,0.78,0.18,0.98,0.59,0.39,0.44,0.69,0.8,0.67,0.11,0.34
mecat.csv,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nullc.csv,0.9,1.0,0.34,0.84,0.82,0.35,0.22,0.71,0.98,1.0,0.34,0.34
oscarmcmaster.csv,0.0,0.08,0.54,0.08,0.09,0.14,0.44,0.17,0.09,0.0,0.51,0.98
superwaba.csv,0.41,0.7,0.94,0.59,0.55,0.24,0.56,0.51,0.48,0.67,0.74,0.45
tycho.csv,0.34,0.14,0.44,0.32,0.05,0.24,0.44,1.0,0.41,1.0,0.54,0.23
vienna-add-in.csv,0.93,0.88,0.5,0.39,0.86,1.0,0.56,0.34,0.2,1.0,0.06,0.7
voms.csv,0.17,0.02,0.18,0.05,0.0,0.05,1.0,0.0,0.0,0.0,0.06,0.09
wsmt.csv,0.14,0.08,0.14,0.1,0.36,0.11,0.0,0.09,0.16,0.0,0.91,0.06
