,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.77,0.72,0.57,0.03,0.0,0.75
flylinkdc.csv,0.02,0.09,0.17,0.4,0.34,0.42
ltp.csv,0.23,0.46,0.05,0.14,0.29,0.49
pfaedit.csv,0.21,0.5,0.82,0.0,0.37,0.28
powerfolder-.csv,0.12,0.03,0.26,0.14,0.12,0.36
qtwin.csv,0.0,0.01,0.0,0.0,0.0,0.0
