,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.81,0.52,0.59,0.04,0.79,0.83
flylinkdc.csv,0.97,0.35,0.23,0.69,0.5,0.67
ltp.csv,0.46,0.42,0.99,0.44,0.29,0.17
pfaedit.csv,0.51,0.81,0.93,0.96,0.64,0.83
powerfolder-.csv,0.08,0.97,0.14,0.33,0.29,0.83
qtwin.csv,0.05,0.0,0.0,0.0,0.0,0.67
