,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.42,0.45,0.49,0.67,0.91,0.53
flylinkdc.csv,0.68,0.89,0.84,0.37,0.5,0.61
ltp.csv,0.62,0.49,0.44,0.59,0.62,0.68
pfaedit.csv,0.6,0.34,0.36,0.37,0.44,0.54
powerfolder-.csv,0.93,0.62,0.88,0.7,0.92,0.72
qtwin.csv,0.5,0.0,0.0,0.0,0.0,0.92
