,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.79,0.86,0.7,0.96,0.21,0.77
flylinkdc.csv,0.03,0.65,0.79,0.51,0.6,0.54
ltp.csv,0.59,0.74,0.05,0.57,0.77,0.97
pfaedit.csv,0.53,0.54,0.82,0.04,0.51,0.33
powerfolder-.csv,0.93,0.04,0.9,0.68,0.72,0.4
qtwin.csv,0.95,1.0,1.0,1.0,1.0,0.33
