,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.42,0.32,0.64,0.07,0.88,0.01
flylinkdc.csv,0.96,0.45,0.35,0.7,0.32,0.01
ltp.csv,0.44,0.33,0.99,0.58,0.21,0.0
pfaedit.csv,0.49,0.54,0.81,0.98,0.37,0.01
powerfolder-.csv,0.12,0.95,0.23,0.47,0.31,0.01
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.44
