,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.54,0.44,0.55,0.05,0.82,0.57
flylinkdc.csv,0.97,0.4,0.27,0.67,0.53,0.65
ltp.csv,0.5,0.44,0.98,0.49,0.33,0.2
pfaedit.csv,0.55,0.72,0.51,0.97,0.64,0.81
powerfolder-.csv,0.1,0.97,0.17,0.38,0.33,0.78
qtwin.csv,0.06,0.0,0.0,0.0,0.0,0.72
