,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.97,0.64,0.52,0.71,0.68,0.51,0.71,0.59
apolloplayer.csv,0.5,0.78,0.92,0.92,0.61,0.51,0.56,0.76
k3d.csv,0.94,0.92,0.93,0.75,0.94,0.97,0.88,0.94
redshell.csv,0.42,0.44,0.44,0.39,0.47,0.42,0.47,0.49
rtb-team.csv,0.51,0.45,0.99,0.67,0.61,0.52,0.4,0.49
xreal.csv,0.0,0.75,0.0,0.0,0.83,0.86,0.75,0.8
xstore.csv,0.53,0.4,0.53,0.59,0.63,0.68,0.55,0.52
