,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.97,0.61,0.76,0.97
pcgen.csv,0.45,0.43,0.4,0.37
selenium.csv,0.44,0.42,0.37,0.38
tolven.csv,0.58,0.52,0.97,0.43
