,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.29,0.65,0.9,0.77,0.58,0.84,0.67,0.24,0.6,1.0,0.39,0.44
emite.csv,0.23,0.0,0.3,0.31,0.17,0.25,0.03,0.36,0.19,0.25,0.61,0.05
geogebra.csv,0.51,1.0,0.5,0.6,0.61,0.88,0.52,0.45,0.45,1.0,0.1,0.67
hibernate.csv,0.38,0.62,0.75,0.9,0.78,0.75,0.59,0.58,0.55,0.75,0.29,0.56
httpcontentparser.csv,0.3,0.08,0.75,0.81,0.69,0.0,0.57,0.88,0.62,0.75,0.61,0.8
megameknet.csv,0.45,0.77,0.75,0.71,0.68,0.81,0.65,0.42,0.47,0.75,0.16,0.73
myfaces.csv,0.29,0.65,0.65,0.67,0.53,0.76,0.57,0.61,0.59,1.0,0.19,0.58
ns-3.csv,0.68,0.69,0.7,0.6,0.78,0.53,0.57,0.33,0.62,0.75,0.23,0.58
ondex.csv,0.16,0.04,0.6,0.54,0.61,0.4,0.17,0.58,0.22,0.25,0.35,0.38
pixel-commandos.csv,0.15,0.31,0.4,0.1,0.18,0.05,0.12,0.18,0.34,1.0,0.0,0.11
rsyslog.csv,0.43,0.73,0.8,0.52,0.75,0.82,0.52,0.42,0.66,0.75,0.39,0.81
wow-qrsk.csv,0.14,0.08,0.2,0.77,0.85,0.0,0.43,0.94,0.39,0.0,0.45,0.52
