,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,1.0,1.0,6.0,37.0,15.0,0.0,5.0,1.0,7.0,4.0,2.0,8.0
emite.csv,1.0,49.0,11.0,15.0,8.0,0.0,6.0,1.0,7.0,25.0,3.0,0.0
geogebra.csv,0.0,4.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,7.0,0.0,3.0
hibernate.csv,0.0,1.0,6.0,36.0,8.0,0.0,2.0,1.0,12.0,7.0,4.0,1.0
httpcontentparser.csv,0.0,0.0,8.0,21.0,11.0,136.0,7.0,1.0,6.0,16.0,2.0,2.0
megameknet.csv,0.0,0.0,9.0,25.0,17.0,0.0,2.0,2.0,8.0,6.0,1.0,4.0
myfaces.csv,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0
ns-3.csv,1.0,11.0,3.0,23.0,5.0,0.0,2.0,25.0,4.0,54.0,4.0,1.0
ondex.csv,0.0,1.0,0.0,15.0,5.0,0.0,4.0,0.0,8.0,0.0,6.0,0.0
pixel-commandos.csv,0.0,2.0,4.0,64.0,4.0,0.0,0.0,0.0,20.0,0.0,70.0,1.0
rsyslog.csv,0.0,0.0,3.0,34.0,24.0,0.0,6.0,5.0,34.0,4.0,2.0,8.0
wow-qrsk.csv,0.0,0.0,6.0,1.0,16.0,136.0,3.0,1.0,1.0,94.0,2.0,0.0
