,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.99,0.61,0.23,0.92,0.5,0.64,0.5,0.5,0.22,0.0,0.03,0.6,0.63,0.08,0.6,1.0,0.44,0.24,0.84
dspace-gsoc.csv,0.42,0.93,0.46,0.18,0.52,0.81,0.62,0.15,1.0,0.43,0.69,0.64,0.32,0.7,0.2,0.22,0.02,0.08,0.94
grisbi.csv,1.0,0.7,1.0,1.0,0.6,0.78,1.0,0.83,0.7,0.21,0.76,0.7,0.89,0.67,0.6,0.64,0.93,0.92,0.97
maidsafe-dht.csv,0.11,0.16,0.3,0.31,0.27,0.58,0.5,0.33,0.13,0.36,0.08,0.38,0.68,0.24,0.0,0.89,0.0,0.12,0.48
mesa3d.csv,0.39,0.39,0.03,0.38,0.68,0.5,0.62,0.52,0.96,0.21,0.91,0.79,0.26,0.7,0.4,0.3,0.02,0.16,0.42
n2cms.csv,0.39,0.24,0.57,0.36,0.35,0.69,0.5,0.63,0.22,0.29,0.35,0.48,0.74,0.82,0.2,0.53,0.49,0.8,0.77
nassp.csv,0.0,0.15,0.33,0.05,0.17,0.31,0.38,0.17,0.13,0.0,0.05,0.27,0.0,0.02,0.2,0.23,0.27,0.12,0.13
ninject.csv,0.68,0.38,0.24,0.23,0.6,0.36,0.5,0.65,0.26,0.36,0.01,0.55,0.53,0.81,0.6,0.27,0.18,0.56,0.61
nug.csv,0.01,0.5,0.08,0.21,0.17,0.33,0.0,0.37,0.57,0.07,0.45,0.28,0.42,0.26,0.2,0.59,0.33,0.36,0.0
nuttx.csv,0.09,0.03,0.19,0.54,0.17,0.47,0.25,0.35,0.48,0.07,0.64,0.42,0.0,0.3,0.2,0.1,0.02,0.08,0.13
oorexx.csv,0.35,0.23,0.47,0.41,0.38,0.67,0.5,0.33,0.39,0.21,0.65,0.47,0.16,0.09,0.2,0.35,0.05,0.44,0.35
oppna-program-hsatools.csv,1.0,0.77,1.0,0.92,0.92,0.78,0.88,0.93,0.17,0.36,0.01,0.58,0.89,0.48,1.0,0.94,1.0,1.0,1.0
redshell.csv,0.98,0.24,0.3,0.77,0.55,0.56,0.38,0.65,0.91,0.93,0.88,0.71,0.0,0.93,0.6,0.63,0.67,0.44,0.68
super-tux.csv,0.41,0.3,0.66,0.97,0.67,0.53,0.5,0.52,0.7,1.0,0.97,0.7,0.95,0.66,0.0,0.81,0.02,0.36,0.35
tart.csv,0.0,0.28,0.52,0.23,0.35,0.5,0.5,0.37,0.39,0.5,0.92,0.24,0.84,0.82,0.2,0.05,0.38,0.4,0.06
tcvp.csv,0.0,0.08,0.0,0.0,0.03,0.0,0.12,0.07,0.43,0.0,0.19,0.2,0.05,0.48,0.0,0.02,0.04,0.0,0.0
vdsf.csv,0.16,0.76,0.99,0.95,0.88,0.86,0.88,0.89,0.87,1.0,0.57,0.76,0.95,0.99,0.8,0.98,1.0,0.88,0.97
web-cat.csv,0.28,0.76,0.58,0.38,0.73,0.64,0.75,0.67,0.87,0.71,0.99,0.61,0.95,0.96,0.4,0.31,0.89,0.6,0.39
zabbix.csv,0.11,0.77,0.54,0.38,0.35,0.75,0.5,0.41,0.61,0.07,0.68,0.52,0.74,0.14,0.2,0.64,1.0,0.36,0.26
