,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.09,0.42,0.49,0.81,0.17,0.3,0.96,0.21,0.93,1.0,0.0,0.05,0.68,0.5,0.94,0.21,0.17,0.5,0.35
dspace-gsoc.csv,0.13,0.38,0.29,0.77,0.24,0.22,0.93,0.53,0.82,0.91,0.09,0.07,0.82,0.34,0.98,0.33,0.5,0.85,0.4
grisbi.csv,0.09,0.4,0.23,0.83,0.27,0.32,0.96,0.24,0.85,0.95,0.11,0.07,0.67,0.43,0.97,0.28,0.07,0.58,0.38
maidsafe-dht.csv,0.27,0.45,0.11,0.69,0.36,0.28,0.94,0.29,0.95,0.92,0.0,0.06,0.64,0.64,1.0,0.2,1.0,0.67,0.5
mesa3d.csv,0.09,0.37,0.78,0.85,0.18,0.33,0.95,0.31,0.77,0.9,0.12,0.05,0.74,0.21,0.97,0.32,0.0,0.67,0.41
n2cms.csv,0.14,0.67,0.29,0.83,0.3,0.24,0.96,0.29,0.88,0.93,0.07,0.07,0.62,0.4,0.98,0.23,0.16,0.6,0.35
nassp.csv,0.0,0.5,0.28,0.5,0.29,0.31,0.95,0.53,0.88,1.0,0.0,0.04,1.0,0.88,0.97,0.31,0.12,0.75,0.56
ninject.csv,0.06,0.4,0.24,0.82,0.16,0.41,0.88,0.12,0.85,0.8,0.0,0.02,0.62,0.22,0.92,0.28,0.33,0.58,0.44
nug.csv,0.14,0.37,0.45,0.84,0.17,0.54,1.0,0.26,0.81,0.83,0.13,0.04,0.62,0.14,0.97,0.18,0.05,0.61,0.0
nuttx.csv,0.05,0.67,0.35,0.86,0.23,0.26,0.97,0.27,0.54,0.93,0.13,0.08,1.0,0.4,0.97,0.33,0.0,0.88,0.6
oorexx.csv,0.1,0.43,0.29,0.78,0.28,0.25,0.96,0.4,0.79,0.93,0.11,0.11,0.7,0.71,0.98,0.29,0.25,0.69,0.48
oppna-program-hsatools.csv,0.09,0.41,0.23,0.8,0.19,0.33,0.96,0.2,0.96,0.92,0.0,0.07,0.67,0.49,0.93,0.21,0.08,0.59,0.38
redshell.csv,0.07,0.36,0.25,0.85,0.18,0.31,0.98,0.12,0.77,0.57,0.07,0.05,1.0,0.36,0.96,0.17,0.08,0.56,0.36
super-tux.csv,0.13,0.41,0.17,0.79,0.25,0.37,0.96,0.27,0.7,0.75,0.11,0.06,0.65,0.41,1.0,0.21,0.0,0.64,0.5
tart.csv,0.0,0.34,0.27,0.62,0.3,0.25,0.96,0.32,0.88,0.9,0.12,0.19,0.58,0.33,0.98,0.29,0.12,0.63,0.6
tcvp.csv,0.0,0.45,0.0,1.0,0.33,0.0,0.0,0.0,0.47,1.0,0.36,0.0,0.0,0.08,1.0,0.29,0.33,0.0,0.0
vdsf.csv,0.18,0.42,0.21,0.78,0.18,0.24,0.96,0.18,0.83,0.82,0.11,0.07,0.65,0.4,0.95,0.19,0.08,0.58,0.39
web-cat.csv,0.1,0.38,0.3,0.79,0.23,0.28,0.96,0.22,0.82,0.86,0.11,0.08,0.62,0.4,0.97,0.27,0.09,0.63,0.5
zabbix.csv,0.2,0.42,0.27,0.77,0.28,0.23,0.96,0.37,0.84,0.98,0.07,0.1,0.61,0.69,0.98,0.22,0.08,0.68,0.53
