,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.32,0.21,0.48,0.39,0.94,0.49,0.59,0.88
enlightenment.csv,0.5,0.69,0.83,0.97,0.47,0.66,0.7,0.0
ildjit.csv,0.19,0.97,0.09,0.05,0.25,0.08,0.1,0.0
jfreereport.csv,0.4,0.76,0.87,0.41,0.28,0.36,0.26,1.0
lufa-lib.csv,0.68,0.21,0.32,0.65,0.19,0.53,0.96,0.75
pcsx2.csv,0.37,0.52,0.62,0.63,0.61,0.98,0.99,0.12
psycle.csv,0.98,0.59,0.85,0.72,0.75,0.82,0.79,0.62
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
